date_time,city_area,state,country,ufo_shape,encounter_length,described_encounter_length,description,date_documented,latitude,longitude
6/27/2012 02:15,seattle,wa,us,egg,900,15 minutes,lights started appearing out of nowhere.,7/4/2012,47.6063889,-122.3308333
6/27/2012 22:30,seattle,wa,us,circle,240,4 minutes,SW sky. right of the half moon about 5 fingers as you hold your hand up to the sky. A bright orange ball moving right to left fairly sl,7/4/2012,47.6063889,-122.3308333
6/27/2013 23:00,seattle,wa,us,light,1800,30 minutes,Dark orange pulsating lights - not conventional aircraft as by how they moved and were full of light.,7/22/2013,47.6063889,-122.3308333
6/28/2007 21:00,seattle,wa,us,disk,600,10 minutes,black wingless bell-shaped object floating over downtown Seattle,8/7/2007,47.6063889,-122.3308333
6/28/2007 21:00,seattle,wa,us,other,1200,20 min,Black blob moving over Seattle,8/7/2007,47.6063889,-122.3308333
6/28/2013 13:25,seattle,wa,us,other,1,1 second?,Possible UFO appears in a photo.  ((NUFORC Note:  Appears to be a seagull&#44 with one wing raised above the bird&#39s body.  PD)),7/3/2013,47.6063889,-122.3308333
6/29/2012 22:33,seattle,wa,us,light,240,4 minutes,I saw about 8-9 red-orange lights hover over the Eastside of Seattle and change formations from triangles and lines before disappearing,7/4/2012,47.6063889,-122.3308333
6/30/1986 14:00,seattle,wa,us,other,300,5 min.,I saw a black&#44 worm-like&#44flying object similar to that reported 10/8.  The wx was clear and sunny and the wind was northerly. I was in,12/2/2000,47.6063889,-122.3308333
6/30/2007 09:45,seattle,wa,us,light,600,10 min,Glowing orbs in the sky over seattle,8/7/2007,47.6063889,-122.3308333
6/3/2004 23:30,seattle,wa,us,light,3,3 sec,3 lights travelling across western sky ((NUFORC Note:  Possibly U. S. Navy &quot;NOSS&quot; satellites.  PD)),6/18/2004,47.6063889,-122.3308333
6/7/2007 22:45,seattle,wa,us,light,300,5 minutes,Strobe-type light moving quickly,6/12/2007,47.6063889,-122.3308333
6/8/2012 11:00,seattle,wa,us,circle,900,15 minutes,Several bright lights dropped out of cloud coverage/night time followed by same grouping minutes later by myself and neighbor.,6/14/2012,47.6063889,-122.3308333
6/9/2001 11:15,seattle,wa,us,rectangle,30,approx 30 seconds,My wife and I had just left the Hub at the University of Washington where we had attended a graduation ceremony for the Department of E,8/5/2001,47.6063889,-122.3308333
6/9/2002 22:30,seattle,wa,us,circle,180,3 min max,it was between 1000 and 1030pm - i was in my back yard with my telescope&#44 however i did not need my telescope to see this&#33 I live on th,6/12/2002,47.6063889,-122.3308333
7/10/1999 22:30,seattle,wa,us,light,180,3 mins.,Blue light rise maybe 20-40 miles away. Blue light for 3 seconds then small light maybe red/white (dim). object accelerated to altitude,7/14/1999,47.6063889,-122.3308333
7/10/2008 02:00,seattle,wa,us,light,1800,25 - 30 minutes,Blue and Red Light/w random flashes on all sides and one beam of white light shining down but not touching the Ground,8/12/2008,47.6063889,-122.3308333
7/10/2010 22:10,seattle,wa,us,fireball,40,40 secounds,Bright Flash and Light,7/19/2010,47.6063889,-122.3308333
7/11/2007 02:30,seattle,wa,us,light,1,<1 second,Bright lights blinked once and went off above the houses,8/7/2007,47.6063889,-122.3308333
7/11/2008 17:30,seattle,wa,us,changing,240,4 minutes,Static object observed in clear skies in high commercial air traffic area.,8/12/2008,47.6063889,-122.3308333
7/1/1962 22:00,seattle,wa,us,other,30,30 seconds,randomly moving starlike shape,11/1/1998,47.6063889,-122.3308333
7/1/2003 02:30,seattle,wa,us,teardrop,600,1o  minutes,GREEN GLOWING OVAL WITH TAIL,12/7/2006,47.6063889,-122.3308333
7/1/2012 22:50,seattle,wa,us,other,45,30 to 45 seconds,A yellow orange shield shaped object about 3 to 4ft tall with a flame inside traveling in a S/SE direction at treeline.,7/4/2012,47.6063889,-122.3308333
7/1/2013 20:00,seattle,wa,us,sphere,300,~5 minutes,Black sphere over Seattle,8/30/2013,47.6063889,-122.3308333
7/13/2004 00:35,seattle,wa,us,circle,30,30 seconds,Luminous round object over Seattle,7/25/2004,47.6063889,-122.3308333
7/13/2010 23:00,seattle,wa,us,fireball,120,few mins,A friend saw the lights reported from Beacon Hill Seattle on 7/17/2010 and took Pics&#44,7/28/2010,47.6063889,-122.3308333
7/15/1968 02:00,seattle,wa,us,circle,600,10 min,It did not move or make any noise&#44 the lights were very intense and pure in color&#44 I will never forget it.,4/16/2005,47.6063889,-122.3308333
7/15/1995 15:20,seattle,wa,us,NA,120,2 min.,Man repts. seeing round&#44 metallic obj. flying through sky NNE of Green Lake.  Turns south&#44 disappears to south.,11/2/1999,47.6063889,-122.3308333
7/15/1995 15:20,seattle,wa,us,NA,120,2 min.,Man witnesses a round&#44 metallic-appearing obj. fly south&#44 then turn east.  Disappeared to east.,11/2/1999,47.6063889,-122.3308333
7/15/2003 00:10,seattle,wa,us,fireball,3,3 seconds,Blue-green fireball,7/16/2003,47.6063889,-122.3308333
7/15/2007 10:00,seattle,wa,us,changing,900,10-15min.,I was taking a morning walk in Ballard&#44 when I saw what appeared to be an extremely large&#44 pitch-black balloon hovering about 300 ft. a,11/28/2007,47.6063889,-122.3308333
7/16/1980 13:40,seattle,wa,us,cylinder,180,3 minutes,Cylinder UFO Sighted in Seattle&#44 Washington,8/12/2008,47.6063889,-122.3308333
7/16/2005 17:05,seattle,wa,us,flash,4,4 sec,Sun reflecting off long&#44 thin object  following airliner&#44 then airliner &quot;disappears&#39 into small cloud.,9/2/2005,47.6063889,-122.3308333
7/16/2006 05:20,seattle,wa,us,rectangle,315,5:15,I first noticed the object 3/4 of a mile north of my location&#44 at which point what seemed to look like a vertical floating monolith. As,10/30/2006,47.6063889,-122.3308333
7/16/2007 22:00,seattle,wa,us,teardrop,1,1 second,Photographed UFO over Puget Sound on July 16&#44 2007 just after sunset.,8/7/2007,47.6063889,-122.3308333
7/17/2010 11:20,seattle,wa,us,fireball,900,15 minutes,Fireballs over night sky in Seattle.,7/19/2010,47.6063889,-122.3308333
7/17/2010 23:00,seattle,wa,us,unknown,180,3 minutes,Witnessed 25+ UFO&#39s in the sky (orange lights)&#44 all in same flight pattern.,7/19/2010,47.6063889,-122.3308333
7/17/2010 23:15,seattle,wa,us,fireball,600,10 min,there were 20-30 objects in the sky. they all looked the same; an orb that was colored red oarnge with an yellow aurora. they were firs,7/19/2010,47.6063889,-122.3308333
7/17/2010 23:15,seattle,wa,us,formation,600,10 min,there formation/armada was huge.,7/19/2010,47.6063889,-122.3308333
7/17/2010 23:15,seattle,wa,us,sphere,600,10 min,This is the most awe inspiring moment of my life and i was somewhat sad too see them leave i really felt like i ment our creator.,7/19/2010,47.6063889,-122.3308333
7/17/2010 23:37,seattle,wa,us,sphere,600,10 minutes,Orange balls of light in Seattle night sky on July 17&#44 2010 at 11:37pm,7/28/2010,47.6063889,-122.3308333
7/18/2005 12:20,seattle,wa,us,flash,5,5 seconds,Expanding and Disappearing Light,9/2/2005,47.6063889,-122.3308333
7/18/2009 01:00,seattle,wa,us,disk,15,15 seconds,A lit-up disc in sky does some chaotic zig-zagging and flies off in a matter of seconds.,8/5/2009,47.6063889,-122.3308333
7/18/2013 22:45,seattle,wa,us,rectangle,5,5 seconds,Rectangular Wing sited over Seattle Washington&#44  on July 18&#44 2013.,7/22/2013,47.6063889,-122.3308333
7/19/2013 23:01,seattle,wa,us,light,180,2-3 minutes each,At 11:00 pm I was with a group at an outdoor cinema on Capitol Hill.  I noticed three reddish orange orbs of light moving south from ov,8/30/2013,47.6063889,-122.3308333
7/20/2013 22:02,seattle,wa,us,circle,240,3-4 minutes,I witnessed a large glowing transparent ovoid shape with very bright orange light inside.,7/22/2013,47.6063889,-122.3308333
7/22/1987 10:15,seattle,wa,us,triangle,120,about 2 minutes,Saw a triangular light formation on an aerial object with a light pulsing in the middle pass directly overhead on the Puget Sound,7/25/2004,47.6063889,-122.3308333
7/22/2009 23:25,seattle,wa,us,changing,1500,25 minutes,obseved star like UFO fading from very bright to a dim red light&#44 disappering altogether and reappering for 25 minutes at 11:25 July 22,8/5/2009,47.6063889,-122.3308333
7/22/2013 20:50,seattle,wa,us,oval,540,6-9 minutes,Two large&#44 brightly lit oval disks seen from West Seattle South over Puget Sound,8/30/2013,47.6063889,-122.3308333
7/23/2010 21:15,seattle,wa,us,other,1500,15-25min,Visually observed and photographed pentagon-shaped/faceted object; light colored/no lights.  ((NUFORC Note:  Probably not a UFO.  PD)),7/28/2010,47.6063889,-122.3308333
7/23/2011 17:00,seattle,wa,us,unknown,900,15 minutes,Three Silver Unknown Objects Observed Over Western Seattle Sky,8/7/2011,47.6063889,-122.3308333
7/24/1996 16:00,seattle,wa,us,rectangle,2700,45 minutes,Boomerang shaped metalic craft over the pugit sound,5/24/2005,47.6063889,-122.3308333
7/25/2011 03:20,seattle,wa,us,fireball,8,8 seconds,Green to red fireball sited in Seattle&#44 traveling E to W and a large flash of light beyond the horizon.  ((NUFORC Note:  Meteor?  PD)),8/7/2011,47.6063889,-122.3308333
7/26/2002 02:00,seattle,wa,us,cigar,60,1 minute,shiny cigar shaped thing with no wings,8/28/2002,47.6063889,-122.3308333
7/26/2006 22:00,seattle,wa,us,light,300,4-5 minutes,NA,10/30/2006,47.6063889,-122.3308333
7/26/2007 18:00,seattle,wa,us,rectangle,10,10 sec,Shaning and static object in Elliot Bay; disappeared in fractions of seconds.,8/7/2007,47.6063889,-122.3308333
7/27/2002 23:00,seattle,wa,us,flash,20,20 seconds,I was out in the backyard of the house at 1827 39th Ave. E. in Madison Park area of Seattle&#44 looking at the stars and then observed a f,8/16/2002,47.6063889,-122.3308333
7/28/1995 03:45,seattle,wa,us,NA,300,5 min.,Man repts. several sightings of very rapidly moving lights &amp; dark bodies overhead.  Reflect city lights off ventral sides.,11/2/1999,47.6063889,-122.3308333
7/28/2003 01:30,seattle,wa,us,circle,1800,30 minutes,Spotted with bonoculars - investigated further with Meade 4504 Telescope SR 4mm&#44 H 12.5mm&#44 H 25mm,8/1/2003,47.6063889,-122.3308333
7/29/2005 22:20,seattle,wa,us,triangle,900,15 minutes,Low flying triangular object over Greenlake&#44 Seattle.,10/11/2005,47.6063889,-122.3308333
7/30/2004 22:50,seattle,wa,us,triangle,15,10-15 seconds,Four lights of yellow-orange color which was in a  triangular form that made no noise flying in the SW direction.,8/11/2004,47.6063889,-122.3308333
7/31/2003 22:40,seattle,wa,us,light,3,2-3 seconds,It was about 10:40 pm. a light moving slowly north&#44 seemed like a plane but suddenly moved very fast in an arc and dissappeared.,8/1/2003,47.6063889,-122.3308333
7/31/2005 23:03,seattle,wa,us,other,480,8 minutes,Object seen shot downward from small aircraft in Seattle area&#44 followed by flash and huge discharge cloud.,10/11/2005,47.6063889,-122.3308333
7/31/2006 21:30,seattle,wa,us,fireball,600,10m+,Fiery glow&#44 moving in distance over Olympic Mountains,10/30/2006,47.6063889,-122.3308333
7/3/2001 02:10,seattle,wa,us,fireball,15,15 seconds,In the wee hours of July 3rd I saw a giant red fireball fall slowly over the north of Puget Sound.,8/5/2001,47.6063889,-122.3308333
7/3/2010 20:00,seattle,wa,us,fireball,15,15 sec,July 3&#44 2010 sighting over Seattle&#44WA,7/28/2010,47.6063889,-122.3308333
7/4/1947 17:30,seattle,wa,us,oval,10,ten seconds,While walking in Woodland Park in Seattle&#44 Washington&#44 on July 4&#44 1947&#44 I looked up and saw a bright white oval object come down .,11/21/2010,47.6063889,-122.3308333
7/4/2002 22:45,seattle,wa,us,changing,240,4 min,i had seen a flying obect change shape&#44 color and even blink&#33,2/11/2003,47.6063889,-122.3308333
7/4/2003 22:00,seattle,wa,us,triangle,900,15 minutes,Triangular Ships Sighted in 4th of July skies over Seattle&#44 WA.,8/28/2003,47.6063889,-122.3308333
7/4/2009 21:50,seattle,wa,us,sphere,60,one minute,Orange glowing sphere&#44 vanishes above Fourth of July crowd in Seattle.,8/27/2009,47.6063889,-122.3308333
7/4/2009 22:30,seattle,wa,us,light,10,10 seconds,4th of July - 3 Orange/Red Lights Above Lake Union,8/27/2009,47.6063889,-122.3308333
7/4/2009 23:00,seattle,wa,us,oval,180,3 minutes,3 bright orange oval objects floating slowly overhead then slowly disappearing one by one,8/5/2009,47.6063889,-122.3308333
7/4/2009 23:15,seattle,wa,us,light,120,about 2 minutes,Three Red/Orange hovering lights in the Seattle metro area,8/5/2009,47.6063889,-122.3308333
7/4/2010 21:50,seattle,wa,us,light,1800,30 minutes,Bright orange/red light orb seen over Gasworks Park&#44 Seattle just moments before fireworks show.,7/6/2010,47.6063889,-122.3308333
7/4/2012 21:00,seattle,wa,us,light,1800,30 minutes,Saw numerous red-orange objects moving slowing in north to south and also south to north in Seattle over a 20 minute period during Lake,8/5/2012,47.6063889,-122.3308333
7/4/2012 22:00,seattle,wa,us,fireball,1800,30 minutes,Multiple glowing objects flying South down Puget Sound,8/5/2012,47.6063889,-122.3308333
7/4/2012 22:00,seattle,wa,us,light,1200,20 minutes,Red-orange objects moving slowing in north to south and also south to north directions over a 20 minute period in Seattle,8/5/2012,47.6063889,-122.3308333
7/4/2012 22:35,seattle,wa,us,diamond,120,2 minutes,3 fast moving and low aircraft,8/5/2012,47.6063889,-122.3308333
7/4/2012 23:00,seattle,wa,us,sphere,300,5 minutes,Orange glowing orbs over Seattle July 4th 2012,8/5/2012,47.6063889,-122.3308333
7/4/2013 22:25,seattle,wa,us,unknown,600,10 minutes,A RED Light was seen over the Highland Park area of Seattle (((Drone?))).,7/14/2013,47.6063889,-122.3308333
7/5/2000 05:47,seattle,wa,us,light,4,2-4 second,On my way home entering the Ballard bridge I look up in the sky to enjoy the scienery. At the same time I notice a bright green light p,8/19/2000,47.6063889,-122.3308333
7/5/2002 22:30,seattle,wa,us,light,1800,30 minutes,Bright light appeared to (perhaps) be hovering closely outside of earth&#39s atmosphere,7/26/2002,47.6063889,-122.3308333
7/6/2010 20:25,seattle,wa,us,light,300,5 minutes,Two fixed orange lights over Seattle&#44 Puget Sound,7/10/2010,47.6063889,-122.3308333
7/6/2010 22:00,seattle,wa,us,circle,5,5 seconds,something is glowing in the sky ..yellowish ornage in color .this is the brightest light I have ever seen..,7/10/2010,47.6063889,-122.3308333
7/6/2010 23:00,seattle,wa,us,sphere,60,1 min,shperical object sighted in west seattle 7-6-10,7/10/2010,47.6063889,-122.3308333
7/7/1999 16:30,seattle,wa,us,light,1200,20 minutes,Star Wars blows up incoming.,1/10/2014,47.6063889,-122.3308333
7/7/2008 20:07,seattle,wa,us,changing,1800,20-30 minutes,Sighting through photographs,8/12/2008,47.6063889,-122.3308333
7/7/2010 22:00,seattle,wa,us,NA,180,five hours,When space ships decend out of the stars and come down to earth very slowly&#44 hardly anyone notices.,7/10/2010,47.6063889,-122.3308333
7/7/2012 22:00,seattle,wa,us,circle,600,5-10 minutes,15-16 bright objects seen in Seattle&#44 WA on 7/7/12,8/5/2012,47.6063889,-122.3308333
7/7/2012 22:00,seattle,wa,us,circle,600,5-10 minutes,Cluster of 15-16 bright lights traveled from East to South over Puget Sound from Lake Union,8/5/2012,47.6063889,-122.3308333
7/7/2012 23:00,seattle,wa,us,fireball,300,3-5 minutes,Multiple &quot;fireballs&quot; seen over North Seattle,8/5/2012,47.6063889,-122.3308333
7/7/2012 23:07,seattle,wa,us,other,120,2 minutes,15-18 lights seen over Seattle,8/19/2012,47.6063889,-122.3308333
7/7/2012 23:40,seattle,wa,us,fireball,600,10 minutes,Location: On top of Magnolia in Seattle. Eyres Pl W. Looking North  Time: 11:40 PM PST  It was a perfectly clear and still Seattle nigh,8/5/2012,47.6063889,-122.3308333
7/8/2010 22:40,seattle,wa,us,fireball,360,6 minutes,Four orange/red flare like objects flying across Seattle,7/10/2010,47.6063889,-122.3308333
7/8/2010 22:44,seattle,wa,us,diamond,360,6 minutes,4 glowing objects travel in formation over Puget Sound.,7/19/2010,47.6063889,-122.3308333
7/8/2013 22:55,seattle,wa,us,light,2400,30-40 minutes,Saw a UFO that looked like a star several times near the Big Dipper,7/14/2013,47.6063889,-122.3308333
7/9/1999 20:35,seattle,wa,us,light,14,10-14 seconds,A bright light about the sized of a dime appeared&#44 high in the NE sky.  It lasted for about 5 seconds&#44 then dropped immediately to abou,7/14/1999,47.6063889,-122.3308333
7/9/2007 12:30,seattle,wa,us,unknown,1800,30 mins,Odd object over Seattle&#44 perfectly clear day&#44 airplanes and bird in frames for comparison,8/7/2007,47.6063889,-122.3308333
7/9/2008 21:05,seattle,wa,us,disk,900,15 minutes,white disc with silver color change shaped object trailing slowly hovering above clouds at sunset on Elliot Bay,8/12/2008,47.6063889,-122.3308333
7/9/2009 22:30,seattle,wa,us,light,180,3 minutes,Bright light headed East&#44 swerving&#44 boosting&#44 pulsing. stopped&#44 continued east&#44 beam came from center. ((NUFORC Note:  ISS.  PD)),8/5/2009,47.6063889,-122.3308333
8/10/1996 22:45,seattle,wa,us,triangle,600,10 minutes,Orange triangular object&#44 very distant&#44 very slow&#44 binocular brightness.,12/12/2011,47.6063889,-122.3308333
8/10/1998 21:40,seattle,wa,us,circle,120,2 minutes,I was taking my wife to the airport heading south on I-5 and we were going by downtown Seattle when looking directly to our west we saw,7/11/2000,47.6063889,-122.3308333
8/10/2012 02:00,seattle,wa,us,fireball,120,2 minutes,Lone Fireball flew over my apartment&#44 zig-zagged&#44 changed colors&#44 flew off(?),8/19/2012,47.6063889,-122.3308333
8/10/2013 03:30,seattle,wa,us,light,20,15-20 seconds,Darting amber glow moving hummingbird-like through the clouds east of capitol hill in Seattle at 3:30am,8/30/2013,47.6063889,-122.3308333
8/11/2008 15:30,seattle,wa,us,circle,180,3 minutes,5 white objects hovering in Seattle in a unique uniform pattern.,10/31/2008,47.6063889,-122.3308333
8/11/2012 22:00,seattle,wa,us,chevron,5,5 seconds,4 golden/glowing chevrons moving across the sky in formation,8/19/2012,47.6063889,-122.3308333
8/1/1995 22:45,seattle,wa,us,NA,2,1-2 sec.,Woman&#44 cousin&#44 and neighbors witness large&#44 very bright obj. descend rapidly in SW sky. &quot;1/2 size of moon.&quot; Large tail&#44 left trail.,11/2/1999,47.6063889,-122.3308333
8/1/1999 15:30,seattle,wa,us,cigar,420,7 minutes,We witnessed a large peach-colored cigar-shaped object move at a high rate of speed in a southerly direction.,8/10/1999,47.6063889,-122.3308333
8/1/1999 15:31,seattle,wa,us,cigar,360,6 minutes,looking south-south east&#44 object was moving from left to right and away from us.  Peach or amber glow was like setting sun on moon.  Sp,8/10/1999,47.6063889,-122.3308333
8/1/1999 17:30,seattle,wa,us,cigar,7,7 seconds,A cigar shaped obect suddenly appeared out of nowhere&#44 a light pulsed along it&#39s length from right to left&#44 the object faded and then d,8/10/1999,47.6063889,-122.3308333
8/1/1999 21:30,seattle,wa,us,disk,3,3 seconds,Brilliant&#44 moon sized&#44 white disc descending rapidly over Seattle that disappeared behind Capitol Hill.,9/17/2000,47.6063889,-122.3308333
8/1/2000 02:17,seattle,wa,us,light,30,<30 seconds,high altitude dogfighting lights,9/17/2000,47.6063889,-122.3308333
8/1/2004 04:00,seattle,wa,us,unknown,5,3-5 seconds,At between approximately 4:00am and 4:30am I was looking at the stars and saw what appeared to be a very high flying aircraft&#44 flying s,8/11/2004,47.6063889,-122.3308333
8/12/1995 21:43,seattle,wa,us,NA,30,30 sec.,Woman w/ 2 neighbors witness peculiar green lights in&#44 or above&#44 clouds.  At one point&#44 lights appeared to become a &quot;bright beam.&quot;,11/2/1999,47.6063889,-122.3308333
8/12/1996 00:30,seattle,wa,us,NA,30,30 sec.,Young man sees 3x faint yellow light&#44 in triangular formation&#44 pass overhead at very high speed&#44 he thought.  Opaque in middle. Silent.,11/2/1999,47.6063889,-122.3308333
8/12/2001 02:30,seattle,wa,us,light,3,3 seconds,Creamy yellow&#44 slow moving light moving N to S&#44 high in the sky&#44 slow turnon/turnoff&#44 then vanished.,8/12/2001,47.6063889,-122.3308333
8/12/2002 01:00,seattle,wa,us,light,10,10seconds,A star disappeared after looking at it for several seconds.,8/16/2002,47.6063889,-122.3308333
8/13/2002 21:00,seattle,wa,us,light,600,10+ minutes,Single star-like object moving erratically&#44 making 90+ degree turns and hovering.,8/16/2002,47.6063889,-122.3308333
8/13/2006 21:18,seattle,wa,us,circle,60,1 minute,Opalescent &#44 round (40 ft - 12 meters in diameter) flying object spotted in Seattle-Northgate area,10/30/2006,47.6063889,-122.3308333
8/14/1998 22:00,seattle,wa,us,rectangle,18000,5+ hours (overnight?),Large visible object on moon,4/28/2001,47.6063889,-122.3308333
8/14/2010 20:48,seattle,wa,us,formation,180,3 minutes,Seattle strange star-like objects,8/24/2010,47.6063889,-122.3308333
8/15/1966 22:30,seattle,wa,us,disk,1800,30 minutes,Summer 1966&#44 10:30pm&#44 4 witnesses&#44 round/dome shape object appeared &#44 approached then hovered in the sky approx. 200&#39 approx 15 mins.,10/31/2003,47.6063889,-122.3308333
8/15/1986 22:00,seattle,wa,us,disk,60,1 minute,Disk with 7 red lights moving like a wheel,7/16/2006,47.6063889,-122.3308333
8/15/1998 22:30,seattle,wa,us,unknown,15,15 seconds,Complex&#44 dark and silent&#44 as it floated over my house.,11/2/2004,47.6063889,-122.3308333
8/15/2003 14:00,seattle,wa,us,circle,300,5 minutes,last summer my buddy and I were looking into the blue sky&#44 when we spotted two round white balls flying straight &#44 and then seemly dart,1/17/2004,47.6063889,-122.3308333
8/15/2006 19:15,seattle,wa,us,unknown,420,5 - 7 minutes,small object sitting still above seattle&#44 extremely far away&#44 wavering a little,10/30/2006,47.6063889,-122.3308333
8/16/2002 00:01,seattle,wa,us,light,10,5-10 seconds,3 star-like lights moving in straight line across the sky. Very fast with no sound.,8/28/2002,47.6063889,-122.3308333
8/18/2006 21:27,seattle,wa,us,other,120,1-2 mins.,Eradic moving&#44 flashing light over West Seattle / Puget Sound.,10/30/2006,47.6063889,-122.3308333
8/20/2005 18:45,seattle,wa,us,light,2700,45 minutes,White&#44 small lights seen in the clear day sky.  Objects seem 5 times in various locations over 45 minutes.,10/11/2005,47.6063889,-122.3308333
8/21/2000 05:15,seattle,wa,us,light,60,1 minute,Bright white light&#44 similar to Venus&#44 moving northward in the northern sky&#44 suddenly dimmed and faded from view.,8/25/2000,47.6063889,-122.3308333
8/21/2001 00:01,seattle,wa,us,other,300,4-5 minutes,Dark Low Flying Plane-Like Object on Flight Path to Seatac Airport,10/12/2001,47.6063889,-122.3308333
8/2/2002 12:30,seattle,wa,us,egg,300,5min,High&#44 fast moving whiteish shape heading north,8/16/2002,47.6063889,-122.3308333
8/2/2007 17:00,seattle,wa,us,circle,1800,30 minutes,Saw same thing thake place in Seattle like reported in Arizona 1997 but dooring daylight hours.,11/28/2007,47.6063889,-122.3308333
8/22/2000 21:30,seattle,wa,us,unknown,30,30 seconds,Bright slow moving object that became brighter during its path across the entire sky.,8/25/2000,47.6063889,-122.3308333
8/24/2002 21:30,seattle,wa,us,other,3,3 seconds,Yellow-white dot of light moving fast  over Queen Anne Hill,8/28/2002,47.6063889,-122.3308333
8/26/2001 02:28,seattle,wa,us,triangle,2,seconds,A dark aircraft with deep red colors triangularly shaped,10/12/2001,47.6063889,-122.3308333
8/26/2001 10:40,seattle,wa,us,unknown,420,7 minutes,Object seen over West Seattle,10/12/2001,47.6063889,-122.3308333
8/27/2011 22:00,seattle,wa,us,light,60,1 minute,all of a sudden a new star appeared in  ((NUFORC Note:  Possible flare from an Iridium satellite??  PD)),10/10/2011,47.6063889,-122.3308333
8/27/2011 22:15,seattle,wa,us,circle,300,5 mins,Two&#44 bright&#44 reddish-orange lights went across the sky&#44 seemingly close as well as not making any noticeable sound. They headed across,10/10/2011,47.6063889,-122.3308333
8/28/2007 02:35,seattle,wa,us,triangle,15,15 seconds,My wife and I were on our balcony from 2:15am to 3:45 to observe the lunar eclipse.  I had setup my digital camera with telephoto lens,10/8/2007,47.6063889,-122.3308333
8/28/2011 21:09,seattle,wa,us,light,180,3 minutes,Seatte,10/10/2011,47.6063889,-122.3308333
8/29/2011 20:30,seattle,wa,us,cylinder,900,10-15 min,8 yellow Orange orbs spotted in U village Area,10/10/2011,47.6063889,-122.3308333
8/30/2003 13:30,seattle,wa,us,cylinder,1800,30 minutes,Shiny cylndrical object hovering over downtown Seattle,9/4/2003,47.6063889,-122.3308333
8/3/2012 21:30,seattle,wa,us,light,2,2 seconds,Bright white light seen over west seattle on august 3rd&#44 2012.,8/19/2012,47.6063889,-122.3308333
8/4/2005 11:00,seattle,wa,us,light,90,1.5,Was it posible for a planet to be viewed by the naked eye to the west on this date?,9/2/2005,47.6063889,-122.3308333
8/5/2005 12:30,seattle,wa,us,circle,20,20 seconds,I saw a silver ball in the clear blue skies above the Blue Angles flying routine in Seattle on 8/5/2005 at Seafair.,9/2/2005,47.6063889,-122.3308333
8/5/2012 22:00,seattle,wa,us,circle,1800,30 minutes,They appeared 1 at a time&#44 starting below the big dipper&#44 from the west&#44 flying just beyond the North star before they faded and disapp,8/19/2012,47.6063889,-122.3308333
8/6/2012 21:33,seattle,wa,us,fireball,60,1 minute,Staying in condo on 1st ave in downtown seattle.  Saw very bright object transverse sky from north to south&#44 75 degrees above horizon t,8/19/2012,47.6063889,-122.3308333
8/7/2012 08:00,seattle,wa,us,rectangle,10,10 seconds,A BRIGHT CRYSTALLY RECTANGLE FLOATS OVER SEATTLE  ON A CLEAR BLUE SKY MORNING.,9/24/2012,47.6063889,-122.3308333
8/7/2013 22:25,seattle,wa,us,circle,420,7 minutes,Slow and steady moving orange/red circles sighted in lower altitude sky above northeast Seattle,8/30/2013,47.6063889,-122.3308333
8/8/2001 22:00,seattle,wa,us,light,10,:10,Green Quick Moving Light,8/12/2001,47.6063889,-122.3308333
8/8/2002 15:15,seattle,wa,us,disk,900,15 min,Hovering for about 10 minutes. Seemed large and very shiny. It would seem to flash when sun hit it.,8/16/2002,47.6063889,-122.3308333
8/8/2005 18:00,seattle,wa,us,cigar,60,1 minute,A silver cigar-shaped object stationery in the evening sky over Seattle,9/2/2005,47.6063889,-122.3308333
8/9/2002 02:22,seattle,wa,us,diamond,90,90 seconds,Large diamond-shaped UFO with four round projections silently glides over downtown Seattle.,8/16/2002,47.6063889,-122.3308333
8/9/2002 22:18,seattle,wa,us,light,60,1 minute,craft seen over seattle with no running lights and no sound.,8/16/2002,47.6063889,-122.3308333
8/9/2004 08:00,seattle,wa,us,cigar,3600,approx. 1 hour,Four bright cigar-shaped objects held their position high above the Cascades&#44 side by side&#44 for at least 40 minutes.,8/24/2004,47.6063889,-122.3308333
8/9/2012 09:03,seattle,wa,us,cigar,60,1 minute,Bright object in sky fades away over Seattle,8/19/2012,47.6063889,-122.3308333
9/10/2011 22:00,seattle,wa,us,circle,60,1 minuet,orange Chinese lanterns fly in formation over large party over 50 kids and adults witness,10/10/2011,47.6063889,-122.3308333
9/11/2001 21:00,seattle,wa,us,light,10800,3 hours,colored lights stationary in sky on night of air traffic shutdown in USA 9/11/01,10/12/2001,47.6063889,-122.3308333
9/11/2010 17:15,seattle,wa,us,triangle,120,2 minutes,I was driving home from work. I do not remember the exact date. It was light out in Seattle and it happened within a year of now. I was,5/2/2011,47.6063889,-122.3308333
9/1/1962 12:00,seattle,wa,us,circle,180,3 mins.,This event occurred many years ago when I was eight. I have never spoken publicly of it&#44 but now&#44 at the age of 45&#44 I am interested in,2/16/2000,47.6063889,-122.3308333
9/1/2012 23:15,seattle,wa,us,fireball,1400,23:20,Fireball sighting in Seattle,9/24/2012,47.6063889,-122.3308333
9/12/2004 11:11,seattle,wa,us,cigar,10,10 seconds,Cigar shaped object with two lights over Seattle,9/29/2004,47.6063889,-122.3308333
9/13/2003 01:28,seattle,wa,us,other,3,2-3seconds,Falling star,9/17/2003,47.6063889,-122.3308333
9/14/2013 20:00,seattle,wa,us,fireball,300,5 minutes?,Small orange fireball type object fell to the pavement on Alkai Beach area,10/14/2013,47.6063889,-122.3308333
